,user_name,roll_belt,pitch_belt,yaw_belt,total_accel_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,total_accel_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,total_accel_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
20,carlitos,1.59,8.07,-94.4,3,0.02,0,-0.02,-22,5,22,-1,604,-314,-129,21.1,-161,34,0.02,-0.02,-0.02,-289,109,-125,-373,335,514,12.75083041,-70.34768359,-85.09708174,37,0,-0.02,0,-234,46,-272,-558,302,-66,26.9,-64,-151,36,0.02,-0.02,0,193,205,-215,-9,657,480,A
21,carlitos,1.6,8.1,-94.4,3,0.02,0,-0.02,-20,1,20,-10,607,-304,-129,20.9,-161,34,0.03,-0.02,-0.02,-288,111,-124,-375,337,513,13.38245941,-70.81758832,-84.46500278,37,0,-0.02,0,-234,48,-269,-554,299,-72,26.9,-63.9,-151,36,0.03,-0.03,-0.02,194,208,-214,-11,654,469,A
22,carlitos,1.57,8.09,-94.4,3,0.02,0.02,-0.02,-21,3,21,-2,604,-313,-129,20.8,-161,34,0.03,-0.02,-0.02,-289,111,-123,-372,338,510,13.37871611,-70.42855971,-84.85305745,37,0,-0.02,0,-233,48,-270,-554,301,-65,27,-63.9,-151,36,0.02,-0.03,-0.02,191,206,-213,-17,654,478,A
23,carlitos,1.56,8.1,-94.3,3,0.02,0,-0.02,-21,4,21,-4,606,-311,-129,20.7,-161,34,0.02,-0.02,-0.02,-290,110,-123,-373,333,509,13.35451266,-70.63995378,-84.64918975,37,0,-0.02,0,-234,48,-270,-557,294,-69,26.9,-63.8,-151,36,0.02,-0.02,-0.02,194,206,-214,-10,653,467,A
24,carlitos,1.51,8.1,-94.4,3,0.02,0,-0.02,-20,4,22,-3,601,-318,-129,20.7,-161,34,-0.02,0,-0.02,-289,110,-125,-374,350,516,13,-70.7,-84.7,37,0,-0.02,0,-235,47,-271,-558,291,-71,27.1,-63.7,-151,36,0.03,-0.03,0,193,203,-213,-11,661,470,A
25,carlitos,1.53,8.11,-94.4,3,0.03,0,0,-19,4,21,-8,605,-319,-129,20.7,-161,34,-0.02,-0.02,0,-289,109,-123,-370,340,512,13.05217456,-70.49400371,-84.87393888,37,0,-0.02,0,-234,47,-271,-555,290,-68,27.1,-63.7,-151,36,0.05,-0.03,0,191,202,-214,-14,667,470,A
26,carlitos,1.55,8.09,-94.4,3,0.02,0,0,-21,3,22,-10,601,-312,-129,20.7,-161,34,-0.02,-0.02,-0.02,-290,108,-123,-366,346,511,12.80059675,-70.31304585,-85.11886321,37,0,-0.02,-0.02,-233,46,-271,-563,294,-72,27,-63.7,-151,36,0.03,0,0,190,203,-216,-16,658,462,A
27,carlitos,1.54,8.11,-94.4,3,0.03,0,-0.02,-22,3,22,3,597,-320,-129,20.7,-161,34,-0.02,-0.02,0,-289,111,-126,-371,338,505,12.82749458,-70.49031927,-84.93557392,37,0,-0.02,0,-233,46,-270,-556,297,-68,27,-63.6,-151,36,0.03,0,0,192,204,-214,-14,657,467,A
28,carlitos,1.53,8.14,-94.4,3,0.03,0,-0.02,-21,3,21,-4,599,-317,-129,20.7,-161,34,-0.02,-0.02,0,-290,110,-126,-364,340,532,13.05217456,-70.49400371,-84.87393888,37,0,-0.02,0,-234,47,-271,-555,292,-72,26.9,-63.7,-151,36,0.02,0.02,-0.02,193,206,-217,-14,657,477,A
29,carlitos,1.52,8.16,-94.4,3,0.03,0,-0.02,-20,4,23,-4,606,-320,-129,20.7,-161,34,-0.02,-0.02,0,-290,109,-125,-367,337,514,13.05217456,-70.49400371,-84.87393888,37,0,-0.02,-0.02,-234,47,-271,-552,291,-60,26.8,-63.6,-151,36,0.02,-0.02,-0.03,195,205,-217,-12,657,469,A
30,carlitos,1.52,8.17,-94.4,3,0.03,0,-0.02,-21,4,21,2,593,-308,-129,20.7,-161,34,0,-0.02,0,-289,109,-125,-366,349,523,13.07948887,-70.67116245,-84.69053461,37,0,-0.02,-0.02,-234,47,-270,-562,298,-64,26.8,-63.6,-151,36,0.02,-0.02,-0.03,189,204,-217,-4,661,479,A
31,carlitos,1.53,8.17,-94.4,3,0.02,0.02,-0.02,-21,4,22,0,601,-308,-129,20.7,-161,34,0,0,0,-290,109,-126,-371,331,512,12.52525589,-70.34276829,-85.15887803,37,0,-0.02,-0.02,-233,45,-271,-558,294,-64,26.8,-63.6,-151,36,0.02,0,-0.02,192,203,-217,-13,660,469,A
32,carlitos,1.44,8.19,-94.4,3,0.02,0,-0.03,-21,5,21,-4,603,-315,-129,20.6,-161,34,0.02,-0.02,-0.02,-289,108,-127,-368,338,528,13.10687346,-70.84904,-84.50636612,37,0,-0.02,-0.02,-234,47,-269,-555,299,-66,26.7,-63.7,-151,36,0,0,0,192,206,-216,-19,653,466,A
33,carlitos,1.43,8.17,-94.4,3,0,0,-0.03,-22,4,19,4,602,-316,-129,20.5,-161,34,0.03,-0.02,0,-290,110,-126,-375,339,508,13.29883416,-70.28683115,-85.01527601,37,0,-0.02,-0.02,-234,48,-272,-556,298,-62,26.7,-63.7,-151,36,0,-0.02,-0.02,196,207,-216,-15,650,473,A
34,carlitos,1.44,8.18,-94.3,3,0.02,0.02,-0.02,-22,3,21,-6,604,-315,-129,20.5,-161,34,0.02,-0.02,0,-291,109,-126,-369,337,512,13.30261297,-70.67355141,-84.62953444,37,0,-0.02,-0.02,-235,48,-271,-556,296,-68,26.7,-63.7,-151,36,0,0,-0.02,188,204,-214,-14,656,465,A
35,carlitos,1.41,8.18,-94.4,3,0,0,-0.03,-22,4,22,1,600,-301,-129,20.5,-161,34,0.02,-0.02,-0.02,-290,111,-124,-369,336,514,13.35451266,-70.63995378,-84.64918975,37,0,-0.02,-0.02,-234,48,-270,-560,293,-65,26.6,-63.7,-151,36,0,0,-0.02,191,205,-216,-15,651,464,A
36,carlitos,1.42,8.12,-94.3,3,0,0,-0.02,-21,3,21,-3,603,-319,-130,20.3,-161,34,0.03,-0.02,-0.03,-289,111,-123,-368,340,515,13.07574259,-70.28271016,-85.07803122,37,0,-0.02,-0.02,-233,47,-271,-554,295,-61,26.5,-63.8,-150,36,-0.02,0.02,-0.03,191,207,-215,-9,654,471,A
37,carlitos,1.41,8.11,-94.3,3,0,0.02,-0.02,-20,3,22,0,606,-317,-130,20.3,-161,34,0.03,-0.02,-0.02,-290,111,-124,-363,342,515,13.35451266,-70.63995378,-84.64918975,37,0,-0.02,0,-234,48,-270,-558,290,-65,26.4,-63.9,-150,36,-0.02,0.02,-0.03,193,205,-214,-17,656,472,A
38,carlitos,1.4,8.04,-94.3,3,0,0,-0.02,-21,4,21,-3,604,-316,-130,20.2,-161,34,0,-0.02,-0.02,-290,111,-125,-373,336,507,13.65402259,-70.39675962,-84.81058285,37,0,-0.02,0,-233,49,-270,-552,296,-69,26.4,-63.9,-150,36,-0.02,-0.02,-0.03,191,205,-215,-18,651,469,A
39,carlitos,1.4,8.04,-94.3,3,0.02,0,-0.02,-21,3,21,-2,601,-319,-130,20.2,-161,34,0.02,-0.02,0,-289,112,-122,-369,334,510,13.05217456,-70.49400371,-84.87393888,37,0,-0.02,0,-234,47,-271,-563,287,-68,26.4,-63.9,-150,36,0,-0.02,-0.02,194,203,-213,-11,658,472,A
40,carlitos,1.4,8.05,-94.3,3,0.03,0,-0.02,-20,5,21,-1,596,-313,-130,20.1,-162,34,0.02,-0.02,-0.02,-291,111,-123,-376,350,514,13.07574259,-70.28271016,-85.07803122,37,0,-0.02,0,-233,47,-271,-554,300,-71,26.4,-63.9,-150,36,0.02,-0.02,0.02,194,201,-214,-16,654,478,A
41,carlitos,1.4,8.06,-94.3,3,0.03,0,-0.03,-20,6,21,1,600,-301,-130,20.1,-162,34,0.02,-0.02,-0.02,-289,110,-125,-375,339,510,12.80059675,-70.31304585,-85.11886321,37,0,-0.02,-0.02,-233,46,-271,-555,290,-65,26.4,-63.9,-150,36,0.03,-0.02,0.03,192,203,-212,-11,655,470,A
42,carlitos,1.39,8.05,-94.3,3,0,0,-0.03,-22,1,21,1,606,-310,-130,20,-162,34,0.02,-0.02,-0.02,-288,110,-124,-370,337,500,13.13073959,-70.63750507,-84.71064711,37,0,-0.02,0,-233,47,-269,-560,294,-64,26.4,-63.9,-150,36,0.03,-0.02,0,193,208,-216,-14,656,464,A
43,carlitos,1.34,8.05,-94.3,3,0,0.02,-0.03,-22,3,20,2,602,-317,-130,19.9,-162,34,0.02,-0.03,-0.02,-289,110,-124,-372,339,507,13.70755934,-70.36176881,-84.83080156,37,-0.02,0,0,-232,49,-269,-554,297,-62,26.4,-63.9,-150,36,0.02,-0.02,-0.02,192,207,-216,-13,659,465,A
44,carlitos,1.3,8,-94.2,3,-0.02,0.02,-0.03,-21,3,22,-4,599,-316,-130,19.9,-162,34,0.02,-0.03,0,-287,109,-123,-373,343,516,13.35451266,-70.63995378,-84.64918975,37,-0.02,-0.02,-0.02,-234,48,-270,-551,297,-68,26.3,-63.9,-150,36,0.02,0.02,-0.02,192,207,-216,-3,653,460,A
45,carlitos,1.3,7.85,-94.2,3,-0.02,0.02,0,-20,1,20,-8,603,-310,-130,19.7,-162,34,0.02,-0.03,-0.02,-290,110,-123,-367,333,515,12.45410714,-70.58765444,-84.93285578,37,0,-0.02,0.02,-235,45,-272,-560,299,-65,26,-63.9,-150,36,0.02,-0.02,-0.02,192,203,-215,-12,648,464,A
46,carlitos,1.29,7.81,-94.2,3,-0.02,0.02,0,-19,4,19,1,602,-309,-130,19.7,-162,34,0,-0.02,-0.02,-289,111,-120,-366,341,508,13.29883416,-70.28683115,-85.01527601,37,0,-0.02,0,-234,48,-272,-559,291,-68,26,-63.9,-150,36,0.02,-0.02,-0.02,192,202,-216,-12,652,464,A
47,carlitos,1.33,7.76,-94.2,3,-0.02,0.02,0,-19,4,21,-3,601,-318,-130,19.7,-162,34,0,-0.03,-0.02,-289,111,-124,-370,332,506,13.13073959,-70.63750507,-84.71064711,37,0,-0.02,0,-233,47,-269,-558,290,-65,26,-63.9,-150,36,0.03,0,0,191,202,-214,-10,655,469,A
48,carlitos,1.33,7.69,-94.2,3,0.02,0,-0.02,-18,5,22,2,593,-312,-130,19.6,-162,34,0,-0.02,0,-290,111,-123,-366,336,513,13.40681541,-70.60607434,-84.66896285,37,0,-0.02,0,-233,48,-269,-557,294,-68,25.8,-63.8,-149,36,0.03,0,0,194,208,-214,-16,653,462,A
49,carlitos,1.31,7.69,-94.2,3,0.02,0,-0.03,-19,3,21,-2,597,-317,-130,19.6,-162,34,-0.02,-0.02,-0.03,-288,108,-124,-371,337,508,13.13771445,-71.41795984,-83.93197331,37,0,0,0,-235,47,-267,-554,295,-61,25.5,-63.8,-149,36,0.02,0,-0.07,195,207,-216,-15,657,460,A
50,carlitos,1.3,7.68,-94.2,3,0,0,-0.02,-18,4,23,1,597,-316,-130,19.5,-162,34,0,-0.02,-0.02,-289,109,-125,-372,335,515,13.76151374,-70.32648299,-84.85114062,36,0,-0.02,0,-231,49,-268,-555,293,-74,25.4,-63.8,-149,36,0,-0.02,-0.05,193,206,-215,-10,656,461,A
51,carlitos,1.29,7.58,-94.1,3,0,0,-0.03,-20,3,21,-7,604,-311,-130,19.4,-162,34,0.02,-0.02,-0.02,-289,110,-127,-367,339,505,13.099337,-70.07065749,-85.28282245,37,0,-0.02,0,-232,47,-271,-554,295,-67,25,-63.8,-149,36,0.02,0,-0.03,191,204,-216,-11,656,473,A
52,carlitos,1.27,7.56,-94.1,3,0,0,-0.03,-19,4,21,0,601,-312,-130,19.4,-162,34,0.02,-0.02,-0.03,-290,110,-127,-369,348,505,13.2,-70.4,-84.9,37,-0.02,-0.02,-0.02,-232,47,-269,-561,289,-61,24.9,-63.8,-149,36,0.02,0,-0.05,190,207,-216,-10,653,467,A
53,carlitos,1.26,7.54,-94.1,3,0,0,-0.03,-19,3,22,-2,605,-311,-130,19.4,-162,34,0.02,-0.02,-0.03,-287,108,-125,-371,342,508,13.71142288,-70.75201249,-84.4415855,37,0,-0.02,-0.02,-233,49,-268,-553,290,-66,24.9,-63.8,-149,36,0.02,-0.02,-0.05,192,204,-217,-12,653,475,A
54,carlitos,1.25,7.46,-94.1,3,0,0,-0.02,-20,4,23,-8,599,-316,-130,19.3,-162,34,0.02,0,-0.02,-289,111,-124,-364,348,533,13.43498726,-70.78431067,-84.4840986,37,-0.02,-0.02,-0.02,-233,48,-268,-562,300,-65,24.9,-63.8,-149,36,0,-0.03,-0.03,192,204,-215,-15,651,474,A
55,carlitos,1.26,7.47,-94.2,3,0.02,0,-0.02,-17,4,21,-3,599,-292,-130,19.2,-162,34,0.02,-0.02,-0.03,-285,109,-122,-365,343,518,14.27102761,-71.46548346,-83.57624877,37,-0.02,-0.02,-0.02,-235,51,-266,-558,294,-67,24.9,-63.8,-149,36,0,-0.02,-0.02,190,204,-216,-20,660,476,A
56,carlitos,1.27,7.46,-94.1,3,0.03,0,-0.02,-18,3,20,-4,596,-313,-130,19.2,-162,34,0.02,-0.02,-0.02,-287,110,-124,-370,338,519,13.58004112,-71.02860105,-84.20204033,37,-0.02,-0.02,0,-236,49,-270,-555,289,-71,25,-63.8,-149,36,0,-0.03,-0.03,193,204,-215,-11,649,477,A
57,carlitos,1.25,7.45,-94.1,3,0.02,0,-0.02,-19,1,23,2,597,-304,-131,19.1,-162,34,0.02,-0.02,-0.02,-290,110,-125,-369,334,513,13.40681541,-70.60607434,-84.66896285,37,-0.02,-0.02,-0.02,-233,48,-269,-551,304,-52,24.9,-63.8,-149,36,0,-0.02,-0.05,190,205,-214,-16,655,472,A
58,carlitos,1.23,7.43,-94.1,3,0,0,-0.02,-21,3,22,-4,598,-306,-131,19,-162,34,0.02,-0.02,0,-289,110,-124,-368,335,518,13.65784101,-70.78551893,-84.42283544,37,0,-0.02,0,-234,49,-269,-557,298,-63,24.9,-63.8,-149,36,-0.02,-0.03,-0.05,194,205,-215,-17,650,463,A
59,carlitos,1.24,7.43,-94.1,3,0,0,-0.02,-19,4,22,2,598,-314,-131,19,-162,34,0,-0.02,0,-289,111,-120,-372,335,521,13.41047767,-70.99594236,-84.28004856,37,-0.02,0,0,-234,48,-268,-559,298,-70,24.9,-63.8,-149,36,0,-0.02,-0.03,192,202,-211,-22,660,477,A
60,carlitos,1.25,7.41,-94.1,3,0,0,-0.02,-21,4,21,-2,600,-304,-131,19,-162,34,0,-0.03,0,-290,111,-123,-368,343,510,13.10320545,-70.45974712,-84.89472246,37,-0.02,0,0,-233,47,-270,-555,295,-77,24.9,-63.8,-149,36,0.02,-0.03,-0.02,192,202,-213,-13,655,477,A
61,carlitos,1.26,7.41,-94.1,3,0,0,-0.02,-20,3,21,-5,599,-314,-131,18.9,-162,34,0,-0.03,0,-290,111,-124,-375,334,525,13.15834491,-70.81598707,-84.52580163,37,0,-0.02,0,-233,47,-268,-558,296,-65,25,-63.8,-149,36,0.02,-0.03,0,191,201,-213,-16,663,467,A
62,carlitos,1.26,7.4,-94.1,3,0,0,-0.02,-20,3,22,-6,606,-314,-131,18.9,-162,34,0,-0.02,-0.02,-290,111,-125,-374,342,511,13.37871611,-70.42855971,-84.85305745,37,-0.02,-0.02,0,-233,48,-270,-557,291,-70,25,-63.8,-149,36,0.02,-0.02,0,192,202,-214,-12,649,476,A
63,carlitos,1.27,7.35,-94.1,3,0,0,-0.03,-20,4,21,-7,603,-312,-131,18.8,-162,34,0,-0.02,0,-289,111,-121,-369,341,514,13.40681541,-70.60607434,-84.66896285,37,0,-0.02,0,-233,48,-269,-554,297,-54,25,-63.7,-149,36,0.03,-0.02,0.02,187,206,-215,-13,655,471,A
64,carlitos,1.28,7.35,-94.1,3,0,0,-0.02,-19,5,22,-6,609,-310,-131,18.8,-162,34,0,-0.02,0,-289,110,-123,-365,334,504,13.10320545,-70.45974712,-84.89472246,37,0,-0.02,0,-233,47,-270,-553,300,-68,25,-63.7,-149,36,0.02,0,-0.02,192,207,-216,-11,667,475,A
65,carlitos,1.28,7.33,-94.1,3,0,0,-0.03,-19,3,21,-3,605,-319,-131,18.8,-162,34,0.02,-0.02,0,-288,109,-125,-368,339,510,13.38245941,-70.81758832,-84.46500278,37,0,-0.02,0,-234,48,-269,-564,288,-69,24.9,-63.7,-149,36,0.02,0,-0.02,190,208,-215,-22,654,475,A
66,carlitos,1.23,7.31,-94.1,3,0,0,-0.03,-21,5,20,-3,599,-302,-131,18.6,-162,34,0.02,-0.02,-0.02,-289,109,-125,-373,335,511,13.15834491,-70.81598707,-84.52580163,37,0,-0.03,0,-233,47,-268,-558,293,-63,24.8,-63.7,-149,36,0.02,-0.02,-0.02,193,201,-214,-16,657,471,A
67,carlitos,1.23,7.32,-94.1,3,0,0,-0.03,-17,2,21,-3,598,-317,-131,18.6,-162,34,0.02,-0.02,-0.03,-289,111,-124,-363,331,513,13.32663754,-70.46303572,-84.83261299,37,0,-0.03,0,-234,48,-271,-550,298,-64,24.8,-63.7,-149,36,0.02,0,0,193,203,-213,-17,652,472,A
68,carlitos,1.2,7.28,-94.1,3,0,0,-0.03,-19,2,20,-3,601,-295,-131,18.6,-162,34,0.02,-0.02,-0.02,-288,111,-125,-363,348,518,13.15834491,-70.81598707,-84.52580163,37,0,-0.03,0,-233,47,-268,-556,294,-64,24.8,-63.7,-149,36,0.02,-0.02,0,194,203,-212,-13,657,473,A
69,carlitos,1.17,7.27,-94.1,3,0,0,-0.03,-20,2,21,-6,595,-302,-131,18.5,-162,34,0.02,-0.02,-0.03,-289,111,-122,-364,339,507,12.88149984,-70.84703902,-84.56669062,37,0,-0.03,0,-233,46,-268,-557,291,-64,24.8,-63.6,-149,36,0.02,-0.02,0,191,202,-214,-10,655,475,A
70,carlitos,1.16,7.29,-94.1,3,0.02,0,-0.02,-20,4,21,1,601,-313,-131,18.5,-162,34,0,-0.03,-0.02,-289,109,-122,-371,335,526,13.38245941,-70.81758832,-84.46500278,37,0,-0.03,0,-234,48,-269,-553,293,-55,24.8,-63.6,-149,36,0.02,0,0.02,193,203,-213,-17,656,471,A
71,carlitos,1.15,7.29,-94.1,3,0.02,0,-0.02,-19,4,22,-9,597,-302,-131,18.4,-162,34,0,-0.02,-0.02,-290,111,-123,-371,350,510,12.88493577,-71.23827887,-84.17631287,37,0,-0.03,0,-234,46,-267,-552,295,-53,24.6,-63.6,-149,36,0.02,0.03,0,190,204,-213,-13,655,467,A
72,carlitos,1.16,7.27,-94.1,3,0,0,-0.02,-19,3,22,-6,605,-308,-131,18.4,-162,34,0.02,-0.02,-0.02,-290,111,-123,-364,338,510,13.43498726,-70.78431067,-84.4840986,37,0,-0.03,0,-233,48,-268,-561,296,-69,24.5,-63.7,-149,36,0.02,0.05,0,195,204,-215,-15,652,472,A
73,carlitos,1.18,7.26,-94.1,3,0.02,0,-0.03,-18,4,23,-1,602,-314,-131,18.2,-162,34,0.02,-0.02,-0.02,-290,110,-123,-370,340,515,13.63302557,-70.99624864,-84.21990017,37,0.02,-0.02,-0.02,-235,49,-269,-561,294,-58,23.6,-63.9,-148,36,0,0.05,-0.05,193,206,-211,-7,656,468,A
74,carlitos,1.19,7.25,-94.1,3,0.02,0,-0.02,-19,2,25,-2,604,-310,-131,18.2,-162,34,0.02,-0.02,0,-290,110,-122,-372,335,510,13.00511957,-70.91432223,-84.46784499,37,0,-0.02,0,-236,47,-271,-553,292,-70,23.5,-63.9,-148,36,0.02,0.02,-0.03,195,204,-212,-6,653,469,A
